科目,出題回,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正解,解説
東洋医学臨床論,31,"次の文で示す病証を八脈交会穴を用いて治療する場合、取穴部位として正しいのはどれか。
「帯下があり、腹部の皮膚のかゆみ、下腿前側のひきつりがみられる。」",足背、第4・5中足骨底接合部の遠位,足外側、外果尖の直下,足内側、内果尖の下方1寸,足内側、第１中足骨底内側の遠位陥凹部,3,
東洋医学臨床論,31,"次の文で示す病証の治療方針として最も適切なのはどれか。
「４７歳の女性。最近よく口渇を感じるが、水分は口を潤す程度で少量しか飲めない。手足の皮膚が鮫肌になってきた。舌質は紫暗、脈は濇を認める。」",風邪を除く。,瘀血を除く。,痰湿を除く。,気滞を除く。,2,
東洋医学臨床論,31,"「47歳の女性。頭痛が続き、いらだちがある。耳鳴りもあり受診した。口苦があり、睡眠が浅い。昨年に閉経。舌は紅、脈は弦数、腹は胸脇苦満を認める。」
内分泌検査で血中濃度が基準値より高いのはどれか。",バゾプレッシン,ゴナドトロピン,エストラジオール,プロスタグランジン,2,
東洋医学臨床論,31,"「47歳の女性。頭痛が続き、いらだちがある。耳鳴りもあり受診した。口苦があり、睡眠が浅い。昨年に閉経。舌は紅、脈は弦数、腹は胸脇苦満を認める。」
病証として最も適切なのはどれか。",腎気虚,心脾両虚,心腎不交,肝火亢進,4,
東洋医学臨床論,31,"「40歳の男性。右腰下肢が痛み、右足部外側にしびれがある。アキレス腱反射減弱、下肢伸展挙上テスト陽性。」
施術対象となる神経根として最も適切なのはどれか。",L3,L4,L5,S1,4,
東洋医学臨床論,31,"「40歳の男性。右腰下肢が痛み、右足部外側にしびれがある。アキレス腱反射減弱、下肢伸展挙上テスト陽性。」
筋力が最も低下する筋はどれか。",中殿筋,前脛骨筋,大腿四頭筋,長母指屈筋,4,
東洋医学臨床論,31,"「47歳の女性。主訴は左顔面の麻痺。２週間前に腰痛、下腿前面の痛みとともに発症。現在は下腿内側の重だるさ、軟便を伴う。」
原絡表裏配穴法で主証に対応する経穴の部位にあるのはどれか。",足背動脈,後脛骨動脈,母指外転筋腱,前脛骨筋腱,1,
東洋医学臨床論,31,"「47歳の女性。主訴は左顔面の麻痺。２週間前に腰痛、下腿前面の痛みとともに発症。現在は下腿内側の重だるさ、軟便を伴う。」
発症から4か月後、口輪筋を収縮させると左の眼輪筋も収縮する病的共同運動が出現した。両筋に対して30ｍｍのステンレス鍼で鍼通電療法を行う場合、最も適切なのはどれか。",20号鍼を用いる。,鍼体はすべて刺入する。,周波数は1Hｚとする。,両筋が同期的リズムで収縮するように通電する。,1,
東洋医学臨床論,31,"「18歳の女性。新体操の選手で毎日の激しい練習と無理なダイエットをしていたら月経が止まった。近医で、利用できるエネルギー不足が原因の運動性無月経と言われた。」
同じ原因で起こる合併症として最も考えられるのはどれか。",子宮筋腫,骨粗鬆症,円形脱毛症,過敏性腸症候群,2,
東洋医学臨床論,31,"「18歳の女性。新体操の選手で毎日の激しい練習と無理なダイエットをしていたら月経が止まった。近医で、利用できるエネルギー不足が原因の運動性無月経と言われた。」
無月経に対し、胞宮から起こる経脈に治療する場合、最も適切な奇経はどれか。",衝　脈,帯　脈,陰維脈,陰蹻脈,1,
東洋医学臨床論,31,"「40歳の女性。仕事でパソコン作業が多く、午後から締め付けられるような両側性の頭痛を発症する。頭痛は非拍動性で悪心・嘔吐はない。飲酒で増悪しない。」
考えられる疾患はどれか。",片頭痛,群発頭痛,緊張型頭痛,三叉神経・自律神経性頭痛,3,
東洋医学臨床論,31,"「40歳の女性。仕事でパソコン作業が多く、午後から締め付けられるような両側性の頭痛を発症する。頭痛は非拍動性で悪心・嘔吐はない。飲酒で増悪しない。」
生活指導で最も適切なのはどれか。",入浴はシャワーのみで済ませる。,枕の高さは今よりも高くする。,後頸部をホットタオルで温める。,パソコン作業は同一姿勢を維持する。,3,
東洋医学臨床論,32,頭痛の症状で施術適応となるのはどれか。,突然の激しい後頭部痛とともに回転性めまい、起立困難が生じ、反復する嘔吐がみられた。,早朝時の後頭部の非拍動性の慢性頭痛が週単位で増悪し、今朝は噴出性嘔吐がみられた。,深夜に、流涙・鼻汁を伴う片側の眼窩周囲の激烈な痛みが発作的に生じ、1時間で治まった。,感冒症状が治まって、2週間後に前頭部のズキズキとした痛み、熱感、叩打痛とともに後鼻漏が出現した。,3,
東洋医学臨床論,32,美容を目的に口角を上げやすくするため、大頬骨筋を刺激する経穴として最も適切なのはどれか。,顴　髎,巨　髎,頬　車,迎　香,1,
東洋医学臨床論,32,関節リウマチによるZ変形の疼痛緩和のため局所への接触鍼を行った。施術部位の経穴として最も適切なのはどれか。,魚　際,二　間,少　沢,中　渚,1,
東洋医学臨床論,32,過活動膀胱の患者に対する治療で、脊髄排尿中枢を介した治療穴として最も適切なのはどれか。,関元兪,五　枢,志　室,中　髎,4,
東洋医学臨床論,32,C6-C7横突起間に刺鍼することにより、治療効果が最も期待できる神経根障害によるしびれの部位はどれか。,前腕橈側から母指,手背中央から中指,小指球から小指,前腕尺側,2,
東洋医学臨床論,32,"次の文で示す症例の疾患として最も適切なのはどれか。
「28歳の女性。半年前に左上腕から前腕内側にかけて痛みしびれが出現。荷物を持つと痛みは増悪する。モーレイテスト、エデンテストともに陽性。ジャクソンテスト、スパーリングテスト共に陰性。」",ギヨン管症候群,頸椎症性脊髄症,頸椎症性神経根症,胸郭出口症候群,4,
東洋医学臨床論,32,"次の文で示す症例で、病態把握を目的に実施する徒手検査法はどれか。
「50歳の女性。主訴は右手関節橈側の痛みと腫脹。最近家事が忙しく徐々に症状が出現し、特に母指を動かすと強い疼痛がある。」",チェアテスト,トムゼンテスト,フアレンテスト,アイホッフテスト,4,
東洋医学臨床論,32,"次の文で示す症例の施術対象となる神経根で最も適切なのはどれか。
「26歳の男性。3か月前から左腰下肢の痛みを自覚するようになった。左アキレス腱反射減弱と足部外縁から足底にかけての感覚鈍麻を認める。」",L3,L4,L5,S1,4,
東洋医学臨床論,32,"次の文で示す症例の罹患筋として最も適切なのはどれか。
「45歳の女性。半年前から右手の母指・示指掌側にしびれがあり、母指球の萎縮と祈祷師の手を認める。」",斜角筋,小胸筋,円回内筋,尺側手根屈筋,3,
東洋医学臨床論,32,"次の文で示す症例で運動療法の対象となる筋の疲労緩和を目的に腹臥位で施術を行う場合、局所治療穴として最も適切なのはどれか。
「62歳の女性。主訴は膝関節痛。内反膝と大腿前面の筋委縮がみられたため、患者にパテラセッティングを行わせた。」",委　中,承　扶,風　市,膝陽関,3,
東洋医学臨床論,32,"次の文で示す症例で拘縮がみられる可能性が最も高い筋はどれか。
「68歳の女性。変形性股関節症による左股関節痛があり、トーマステスト陽性。恥骨結合下縁の高さで縫工筋のすぐ外方陥凹部にある筋に顕著な圧痛がある。エリーテスト陽性。」",大腿筋膜張筋,大腿直筋,長内転筋,恥骨筋,2,
東洋医学臨床論,32,"次の文で示す症例でみられるのはどれか。
「70歳の女性数年前から動作緩慢になり、現在は丸薬丸め運動も出現してきた。」",無汗症,歯車現象,ガワーズ徴候,ホフマン反射陽性,2,
東洋医学臨床論,32,顎関節症に対する局所治療穴とその対象となる筋の組合せで最も適切なのはどれか。,禾　髎　-----　咬　筋,瘈　脈　-----　側頭筋,下　関　-----　外側翼突筋,懸　顱　-----　内側翼突筋,3,
東洋医学臨床論,32,改訂長谷川式簡易知能評価スケール（HDS-R）にはなく、MMSEにある評価項目はどれか。,計　算,図形模写,時間の見当識,単語の直後再生,2,
東洋医学臨床論,32,後骨間神経麻痺で生じるのはどれか。,猿　手,鷲　手,下垂指,尺側偏位,3,
東洋医学臨床論,32,三伹神経第 2 枝の神経痛に対する局所治療穴として適切なのはどれか。 ,曲　差,陽　白,四　白,大　迎,3,
東洋医学臨床論,32,六部定位脈診で右手寸口の沈が虚している場合、難経六十九難に基づく配 穴で適切なのはどれか。,太淵と太白,復溜と経渠,曲泉と陰谷,大都と少府,1,
東洋医学臨床論,32,取穴部位が主治症の局所にある奇穴はどれか。,寝違えに対する落枕,腹痛に対する胆嚢点,腰痛に対する腰痛点,足背痛に対する八風,4,
東洋医学臨床論,32,"次の文で示す病証に対する治療方針として最も適切なのはどれか。
「56 歳の男性。職場の人間関係のストレスから不眠となり、動悸も感じている。最近は物忘れや腰下肢の重だるさ、歯のぐらつきもある。舌質は紅、脈は数を認め
る。」",肝血を補う。,腎陽を補う。,心火を除く。,肝陽を降ろす。,3,
